web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,image-src,link,link-href
"1612455610-7180","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop ultraportabil Dell Inspiron 5501, Intel® Core™ i5-1035G1, 8GB DDR4, SSD","4.599,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144536_1.jpg","","https://www.flanco.ro/laptop-ultraportabil-dell-inspiron-5501-intel-core-i5-1035g1-8gb-ddr4-ssd-512gb-nvidia-geforce-mx330-2gb-windows-10-home.html"
"1612455561-7105","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 14-dk1002nq, AMD Ryzen™ 3 3250U, 8GB DDR4, SSD 256GB, AMD Radeon™ Ve","2.749,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144790-1_1.jpg","","https://www.flanco.ro/laptop-hp-14-dk1002nq-amd-ryzen-3-3250u-8gb-ddr4-ssd-256gb-amd-radeon-vega-m-windows-10-home.html"
"1612455610-7181","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Acer Nitro 5 AN515-44, AMD Ryzen™ 5 4600H, 8GB DDR4, SSD 512GB, NVIDIA","4.299,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144062-1.jpg","","https://www.flanco.ro/laptop-gaming-acer-nitro-5-an515-44-amd-ryzen-5-4600h-8gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1650ti-4gb-free-dos.html"
"1612455610-7170","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Acer Swift SF314-57-54U7, Intel® Core™ i5-1035G1, 16GB DDR4, SSD 256GB,","3.647,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144934-1.jpg","","https://www.flanco.ro/laptop-acer-swift-sf314-57-54u7-intel-core-i5-1035g1-16gb-ddr4-ssd-256gb-intel-uhd-graphics-free-dos.html"
"1612455593-7152","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop 2 in 1 Dell Inspiron 5406, Intel® Core™ i7-1165G7, 8GB DDR4, SSD 512GB,","5.346,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145016-1.jpg","","https://www.flanco.ro/laptop-2-in-1-dell-inspiron-5406-intel-core-i7-1165g7-8gb-ddr4-ssd-512gb-intel-iris-xe-graphics-windows-10-home.html"
"1612455593-7139","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus ROG Strix SCAR G532LV-AZ042, Intel® Core™ i7-10875H, 16GB DD","7.895,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145029-1.jpg","","https://www.flanco.ro/laptop-gaming-asus-rog-strix-scar-g532lv-az042-intel-core-i7-10875h-16gb-ddr4-ssd-512gb-nvidia-geforce-rtx-2060-6gb-free-dos.html"
"1612455577-7112","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Apple MacBook Pro 13 Touch Bar, Intel® Core™ i5, 16GB LPDDR4X, SSD 512GB","10.999,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140185-1_1.jpg","","https://www.flanco.ro/laptop-apple-macbook-pro-13-touch-bar-intel-core-i5-16gb-lpddr4x-ssd-512gb-intel-iris-plus-graphics-macos-catalina-rom-kb-space-gray.html"
"1612455593-7165","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus M509DA-EJ280, AMD Ryzen™ 7 3700U, 8GB DDR4, HDD 1TB, AMD Radeon™ R","2.899,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144835-1.jpg","","https://www.flanco.ro/laptop-asus-m509da-ej280-amd-ryzen-7-3700u-8gb-ddr4-hdd-1tb-amd-radeon-rx-vega-10-free-dos.html"
"1612455577-7114","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad L14 (Gen 1),Intel® Core™ i5-10210U, 8GB DDR4, SSD 256GB","3.999,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/142557-1_1.jpg","","https://www.flanco.ro/laptop-lenovo-thinkpad-l14-gen-1-intel-core-i5-10210u-8gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1612455561-7091","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-dw0081wm, Intel® Pentium® Silver N5000, 4GB DDR4, HDD 500GB, Intel&","2.399,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144216-1.jpg","","https://www.flanco.ro/laptop-hp-15-dw0081wm-intel-pentium-silver-n5000-4gb-ddr4-hdd-500gb-intel-uhd-graphics-windows-10-home.html"
"1612455593-7149","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5411, Intel® Core™ i5-10400H, 8GB DDR4, SSD 256GB, NVIDIA","4.999,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143585-1.jpg","","https://www.flanco.ro/laptop-dell-latitude-5411-intel-core-i5-10400h-8gb-ddr4-ssd-256gb-nvidia-geforce-mx250-2gb-windows-10-pro.html"
"1612455610-7189","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus Business P2451FB-EB0037R, Intel® Core™ i7-10510U, 16GB DDR4, SSD 51","4.978,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145034-1.jpg","","https://www.flanco.ro/laptop-asus-business-p2451fb-eb0037r-intel-core-i7-10510u-16gb-ddr4-ssd-512gb-nvidia-geforce-mx110-2gb-windows-10-pro.html"
"1612455561-7109","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Acer Swift 3, SF314-57-516Z, Intel® Core i5-1035G1, 8GB DDR4, SSD 512GB, Intel","3.997,90 lei","In stoc - exclusiv online","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/3/138991-1.jpg","","https://www.flanco.ro/laptop-acer-swift-3-sf314-57-516z-intel-core-i5-1035g1-8gb-ddr4-ssd-512gb-intel-uhd-graphics-windows-10-home.html"
"1612455610-7194","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus ZenBook 14 UM433IQ-A5024T, AMD Ryzen 5™ 4500U, 8GB LPDDR4X, SSD 512GB, N","4.529,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145015-1.jpg","","https://www.flanco.ro/laptop-asus-zenbook-14-um433iq-a5024t-amd-ryzen-5-4500u-8gb-lpddr4x-ssd-512gb-nvidia-geforce-mx350-2gb-windows-10-home.html"
"1612455561-7106","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop ultraportabil Acer Swift 3 SF314-57G-55P2, Intel® Core™ i5-1035G1, 8GB D","4.297,90 lei","In stoc - exclusiv online","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140260-1.jpg","","https://www.flanco.ro/laptop-ultraportabil-acer-swift-3-sf314-57g-55p2-intel-core-i5-1035g1-8gb-ddr4-ssd-512gb-nvidia-geforce-mx250-2gb-windows-10-home.html"
"1612455593-7144","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad T15 Gen 1, Intel® Core™ i5-10210U, 8GB DDR4, SSD 256GB,","6.395,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145035-1.jpg","","https://www.flanco.ro/laptop-lenovo-thinkpad-t15-gen-1-intel-core-i5-10210u-8gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1612455610-7173","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming HP Pavilion 15-ec1042nq, AMD Ryzen™ 7 4800H, 16GB DDR4, SSD 256GB, NVI","4.599,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144267-1_1_1.jpg","","https://www.flanco.ro/laptop-gaming-hp-pavilion-15-ec1042nq-amd-ryzen-7-4800h-16gb-ddr4-ssd-256gb-nvidia-geforce-gtx-1650-ti-4gb-free-dos.html"
"1612455561-7083","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 15ADA05, AMD Athlon™ Silver 3050U, 4GB DDR4, SSD 128GB, AMD","1.399,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/141280-1_1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-3-15ada05-amd-athlon-silver-3050u-4gb-ddr4-ssd-128gb-amd-radeon-graphics-free-dos.html"
"1612455593-7151","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Lenovo Legion 7 15IMHg05, Intel® Core™ i7-10875H, 16GB DDR4, SSD","8.095,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144936-1.jpg","","https://www.flanco.ro/laptop-gaming-lenovo-legion-7-15imhg05-intel-core-i7-10875h-16gb-ddr4-ssd-512gb-nvidia-geforce-rtx-2060-6gb-free-dos.html"
"1612455561-7075","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 15IML05, Intel® Pentium® Gold 6405U, 4GB DDR4, SSD 256GB","1.799,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/141671-1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-3-15iml05-intel-pentium-gold-6405u-4gb-ddr4-ssd-256gb-intel-uhd-graphics-free-dos.html"
"1612455593-7156","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus M509DA-EJ382, AMD Ryzen™ 3 3250U, 4GB DDR4, SSD 256GB, AMD Radeon™","2.399,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/141272-1.jpg","","https://www.flanco.ro/laptop-asus-m509da-ej382-amd-ryzen-3-3250u-4gb-ddr4-ssd-256gb-amd-radeon-graphics-free-dos.html"
"1612455593-7161","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Lenovo Legion 7 15IMH05, Intel® Core™ i7-10750H, 16GB DDR4, SSD 5","7.794,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145028-1.jpg","","https://www.flanco.ro/laptop-gaming-lenovo-legion-7-15imh05-intel-core-i7-10750h-16gb-ddr4-ssd-512gb-nvidia-geforce-rtx-2060-6gb-free-dos.html"
"1612455593-7142","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus VivoBook S14 M433IA-EB202, AMD Ryzen™ 5 4500U, 8GB DDR4, SSD 512GB, AMD","3.099,99 lei","In stoc","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144815-1.jpg","","https://www.flanco.ro/laptop-asus-vivobook-s14-m433ia-eb202-amd-ryzen-5-4500u-8gb-ddr4-ssd-512gb-amd-radeon-graphics-free-dos.html"
"1612455561-7095","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus ROG Strix G15 G512LI-AL038, Intel® Core™ i7-10750H, 16GB DDR","5.296,90 lei","In stoc - exclusiv online","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144935-1.jpg","","https://www.flanco.ro/laptop-gaming-asus-rog-strix-g15-g512li-al038-intel-core-i7-10750h-16gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1650-ti-4gb-free-dos.html"
"1612455593-7131","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad T14 Gen 1 (Intel), Intel® Core™ i5-10210U, 8GB DDR4","6.095,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143635-1_1_1.jpg","","https://www.flanco.ro/laptop-lenovo-thinkpad-t14-gen-1-intel-intel-core-i5-10210u-8gb-ddr4-ssd-512gb-intel-uhd-graphics-windows-10-pro.html"
"1612455577-7124","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Dell Inspiron 5500 G5, Intel® Core™ i7-10750H, 16GB DDR4, SSD 1TB","8.194,90 lei","In stoc - exclusiv online","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145030-1.jpg","","https://www.flanco.ro/laptop-gaming-dell-inspiron-5500-g5-intel-core-i7-10750h-16gb-ddr4-ssd-1tb-nvidia-geforce-gtx-1660-ti-6gb-windows-10-home.html"
"1612455561-7094","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Pachet: Laptop HP AMD Ryzen™ 5 3500U, 4GB DDR4, HDD 1TB, AMD Radeon™ Vega 8 Graphics +","null","In stoc","","","","","https://www.flanco.ro/pachet-laptop-hp-amd-ryzentm-5-3500u-4gb-ddr4-hdd-1tb-amd-radeontm-vega-8-graphics-multifunctional-inkjet-color-hp-deskjet-plus-4122-all-in-one-a4-verde.html"
"1612455593-7135","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus ZenBook 13 UX325EA-EG109, Intel® Core™ i5-1135G7, 8GB LPDDR4X, SSD","4.499,99 lei","In stoc","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144537-1.jpg","","https://www.flanco.ro/laptop-asus-zenbook-13-ux325ea-eg109-intel-core-i5-1135g7-8gb-lpddr4x-ssd-512gb-intel-iris-xe-graphics-free-dos.html"
"1612455593-7146","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Ultrabook Dell XPS 13 7390, Intel® Core™ i7-10510U, 16GB LPDDR3, SSD 512GB, Int","9.493,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140083-1.jpg","","https://www.flanco.ro/ultrabook-dell-xps-13-7390-intel-core-i7-10510u-16gb-lpddr3-ssd-512gb-intel-uhd-graphics-windows-10-pro.html"
"1612455577-7129","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Apple MacBook Pro 16 Touch Bar, Intel® Core™ i9, 16GB DDR4, SSD 1TB, AMD","14.299,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/3/138490-1_2.jpg","","https://www.flanco.ro/laptop-apple-macbook-pro-16-touch-bar-intel-core-i9-16gb-ddr4-ssd-1tb-amd-radeon-pro-5500m-4gb-macos-catalina-space-gray-int-kb.html"
"1612455610-7174","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop 2 in 1 HP Envy x360 Convert 13-ay0000nn, AMD Ryzen™ 3 4300U, 8GB DDR4, SSD 25","3.999,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144266-1.jpg","","https://www.flanco.ro/laptop-2-in-1-hp-envy-x360-convert-13-ay0000nn-amd-ryzen-3-4300u-8gb-ddr4-ssd-256gb-amd-radeon-graphics-windows-10-home.html"
"1612455561-7087","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Allview Allbook H, Intel® Celeron® N4000, 4GB DDR4, SSD 256GB, Intel®","1.399,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143852-1.jpg","","https://www.flanco.ro/laptop-allview-allbook-h-intel-celeron-n4000-4gb-ddr4-ssd-256gb-intel-uhd-graphics-ubuntu.html"
"1612455610-7193","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5410, Intel® Core™ i7-10610U, 16GB DDR4, SSD 512GB, Intel&","5.699,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143763-1_2.jpg","","https://www.flanco.ro/laptop-dell-latitude-5410-intel-core-i7-10610u-16gb-ddr4-ssd-512gb-intel-uhd-graphics-linux.html"
"1612455610-7186","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad T490s, Intel® Core™ i5-8265U, 8GB DDR4, SSD 512GB, Intel","7.445,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140058-1_2.jpg","","https://www.flanco.ro/laptop-lenovo-thinkpad-t490s-intel-core-i5-8265u-8gb-ddr4-ssd-512gb-intel-uhd-graphics-windows-10-pro.html"
"1612455561-7080","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15s-fq2019nq, Intel® Core™ i5-1135G7, 8GB DDR4, SSD 256GB, Intel®","3.149,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144687-1.jpg","","https://www.flanco.ro/laptop-hp-15s-fq2019nq-intel-core-i5-1135g7-8gb-ddr4-ssd-256gb-intel-iris-xe-graphics-free-dos.html"
"1612455593-7133","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop ThinkBook Plus IML, Intel® Core™ i5-10210U, 8GB DDR4, SSD 512GB, Intel&#","7.365,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/142307-1.jpg","","https://www.flanco.ro/laptop-thinkbook-plus-iml-intel-core-i5-10210u-8gb-ddr4-ssd-512gb-intel-uhd-graphics-windows-10-pro.html"
"1612455577-7125","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP EliteBook 845 G7, AMD Ryzen™ 7 4750U PRO, 16GB DDR4, SSD 512GB, AMD Radeon","5.476,90 lei","In stoc - exclusiv online","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145017-1.jpg","","https://www.flanco.ro/laptop-hp-elitebook-845-g7-amd-ryzen-7-4750u-pro-16gb-ddr4-ssd-512gb-amd-radeon-graphics-windows-10-pro.html"
"1612455561-7107","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5410, Intel® Core™ i5-10210U, 8GB DDR4, SSD 512GB, Intel&#","4.899,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/142295-1.jpeg","","https://www.flanco.ro/laptop-dell-latitude-5410-intel-core-i5-10210u-8gb-ddr4-ssd-512gb-intel-uhd-graphics-windows-10-pro.html"
"1612455593-7162","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus ZenBook 13 UX325EA-AH037R, Intel® Core™ i7-1165G7, 16GB LPDDR4X, SS","6.631,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145024-1.jpg","","https://www.flanco.ro/laptop-asus-zenbook-13-ux325ea-ah037r-intel-core-i7-1165g7-16gb-lpddr4x-ssd-1tb-intel-iris-xe-graphics-windows-10-pro.html"
"1612455593-7136","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming HP Pavilion 15-ec0053nq, AMD Ryzen™ 5 3550H, 16GB DDR4, HDD 1TB + SSD","4.299,99 lei","In stoc","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144679-1.jpg","","https://www.flanco.ro/laptop-gaming-hp-pavilion-15-ec0053nq-amd-ryzen-5-3550h-16gb-ddr4-hdd-1tb-ssd-256gb-nvidia-geforce-gtx-1650-4gb-free-dos.html"
"1612455610-7183","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15-db1021nq, AMD Ryzen™ 3 3200U, 8GB DDR4, SSD 512GB, AMD Radeon™ Ve","2.899,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144268-1.jpg","","https://www.flanco.ro/laptop-hp-15-db1021nq-amd-ryzen-3-3200u-8gb-ddr4-ssd-512gb-amd-radeon-vega-3-graphics-windows-10-home.html"
"1612455593-7147","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo V14 ADA, AMD Ryzen™ 3 3250U, 4GB DDR4, HDD 1TB, AMD Radeon™ Grap","2.299,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143104-1_1.jpg","","https://www.flanco.ro/laptop-lenovo-v14-ada-amd-ryzen-3-3250u-4gb-ddr4-hdd-1tb-amd-radeon-graphics-free-dos.html"
"1612455610-7190","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5410, Intel® Core™ i7-10610U, 8GB DDR4, SSD 256GB, Intel&#","5.499,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143364-1.jpeg","","https://www.flanco.ro/laptop-dell-latitude-5410-intel-core-i7-10610u-8gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1612455610-7171","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 15ADA05, AMD Ryzen™ 3 3250U, 4GB DDR4, SSD 256GB, AMD Radeon","1.999,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144650-1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-3-15ada05-amd-ryzen-3-3250u-4gb-ddr4-ssd-256gb-amd-radeon-graphics-free-dos.html"
"1612455610-7192","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo Legion 5 15ARH05, AMD Ryzen 5 4600H, 8GB DDR4, SSD 512GB, NVIDIA GeForce GTX","4.299,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/141533-1.jpg","","https://www.flanco.ro/laptop-lenovo-legion-5-15arh05-amd-ryzen-5-4600h-8gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1650-4gb-free-dos.html"
"1612455610-7199","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming HP Pavilion 15-ec1034nq, AMD Ryzen™ 7 4800H, 16GB DDR4, SSD 512GB, NVI","5.199,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144267-1_1.jpg","","https://www.flanco.ro/laptop-gaming-hp-pavilion-15-ec1034nq-amd-ryzen-7-4800h-16gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1660-ti-max-q-6gb-free-dos.html"
"1612455577-7127","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Acer Nitro 5 AN515-52-58SQ, Intel Core i5-8300H, 8GB DDR4, HDD 1TB, nVIDIA G","3.999,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/2/128181-1.jpg","","https://www.flanco.ro/laptop-gaming-acer-nitro-5-an515-52-58sq-intel-core-i5-8300h-8gb-ddr4-hdd-1tb-nvidia-geforce-gtx-1050-4gb-linux.html"
