web-scraper-order,web-scraper-start-url,price,title,availability,pagination,pagination-href,image,link,link-href
"1612613924-3775","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","2.849,90lei","Laptop LENOVO IdeaPad 5 14ARE05, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 8GB, SSD 512GB, AMD Radeon Graphics, Free DOS, gri","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","","Laptop LENOVO IdeaPad 5 14ARE05, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 8GB, SSD 512GB, AMD Radeon Graphics, Free DOS, gri","https://mediagalaxy.ro/laptop-lenovo-ideapad-5-14are05-amd-ryzen-5-4500u-pana-la-4-0ghz-14-full-hd-8gb-ssd-512gb-amd-radeon-graphics-free-dos-gri/cpd/LAP81YM00C8RM/"
"1612613910-3726","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.599,90lei","Laptop ACER Aspire 5 A515-44G-R9YM, AMD Ryzen 7 4700U pana la 4.1GHz, 15.6"" Full HD, 8GB, SSD 512GB, AMD Radeon RX640 2GB, Free DOS, argintiu","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","","Laptop ACER Aspire 5 A515-44G-R9YM, AMD Ryzen 7 4700U pana la 4.1GHz, 15.6"" Full HD, 8GB, SSD 512GB, AMD Radeon RX640 2GB, Free DOS, argintiu","https://mediagalaxy.ro/laptop-acer-aspire-5-a515-44g-r9ym-amd-ryzen-7-4700u-pana-la-4-1ghz-15-6-full-hd-8gb-ssd-512gb-amd-radeon-rx640-2gb-free-dos-argintiu/cpd/LAPNXHWEEX006/"
"1612613731-3131","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","2.499,90lei","Laptop LENOVO IdeaPad 3 15IIL05, Intel Core i3-1005G1 pana la 3.4GHz, 15.6"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Windows 10 Home S, albastru","In Stoc","","","","Laptop LENOVO IdeaPad 3 15IIL05, Intel Core i3-1005G1 pana la 3.4GHz, 15.6"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics, Windows 10 Home S, albastru","https://mediagalaxy.ro/laptop-lenovo-ideapad-3-15iil05-intel-core-i3-1005g1-pana-la-3-4ghz-15-6-full-hd-8gb-ssd-256gb-intel-uhd-graphics-windows-10-home-s-albastru/cpd/LAP81WE00XQRM/"
"1612613850-3515","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.099,90lei","Laptop Gaming LENOVO Legion 5 15IMH05H, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, negru","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","","Laptop Gaming LENOVO Legion 5 15IMH05H, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-lenovo-legion-5-15imh05h-intel-core-i7-10750h-pana-la-5-0ghz-15-6-full-hd-16gb-ssd-512gb-nvidia-geforce-gtx-1660ti-6gb-free-dos-negru/cpd/LAP81Y6009DRM/"
"1612613776-3305","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.899,90lei","Laptop Gaming ACER Nitro 5 AN515-55, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/4/","","Laptop Gaming ACER Nitro 5 AN515-55, Intel Core i7-10750H pana la 5.0GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-acer-nitro-5-an515-55-intel-core-i7-10750h-pana-la-5-0ghz-15-6-full-hd-16gb-ssd-1tb-nvidia-geforce-rtx-2060-6gb-free-dos-negru/cpd/LAPNHQ7QEX00B/"
"1612613731-3154","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.799,90lei","Laptop MICROSOFT Surface 3, AMD Ryzen 5 3580U pana la 3.7GHz, 15"" Touch, 8GB, SSD 256GB, AMD Radeon Vega 9 Graphics, Windows 10 Home, negru","In Stoc","","","","Laptop MICROSOFT Surface 3, AMD Ryzen 5 3580U pana la 3.7GHz, 15"" Touch, 8GB, SSD 256GB, AMD Radeon Vega 9 Graphics, Windows 10 Home, negru","https://mediagalaxy.ro/laptop-microsoft-surface-3-amd-ryzen-5-3580u-pana-la-3-7ghz-15-touch-8gb-ssd-256gb-amd-radeon-vega-9-graphics-windows-10-home-negru/cpd/LAPVGZ00029/"
"1612613910-3706","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.799,90lei","Laptop LENOVO Yoga Slim 7 14ARE05, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 16GB, SSD 512GB, AMD Radeon Graphics, Windows 10 Home, Orchid","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","","Laptop LENOVO Yoga Slim 7 14ARE05, AMD Ryzen 5 4500U pana la 4.0GHz, 14"" Full HD, 16GB, SSD 512GB, AMD Radeon Graphics, Windows 10 Home, Orchid","https://mediagalaxy.ro/laptop-lenovo-yoga-slim-7-14are05-amd-ryzen-5-4500u-pana-la-4-0ghz-14-full-hd-16gb-ssd-512gb-amd-radeon-graphics-windows-10-home-orchid/cpd/LAP82A2004FRM/"
"1612613910-3696","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.899,90lei","Laptop Gaming ASUS TUF FX705DT-H7214, AMD Ryzen 5 3550H pana la 3.7GHz, 17.3"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce GTX 1650 4GB, Free Dos, Stealth Black","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","","Laptop Gaming ASUS TUF FX705DT-H7214, AMD Ryzen 5 3550H pana la 3.7GHz, 17.3"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce GTX 1650 4GB, Free Dos, Stealth Black","https://mediagalaxy.ro/laptop-gaming-asus-tuf-fx705dt-h7214-amd-ryzen-5-3550h-pana-la-3-7ghz-17-3-full-hd-8gb-ssd-256gb-nvidia-geforce-gtx-1650-4gb-free-dos-stealth-black/cpd/LAPFX705DTH7214/"
"1612613865-3570","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.299,90lei","Laptop Gaming ASUS ROG Strix G15 G512LI-AL037, Intel Core i7-10750H pana la 5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650 Ti 4GB, Free DOS, Glacier Blue","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/10/","","Laptop Gaming ASUS ROG Strix G15 G512LI-AL037, Intel Core i7-10750H pana la 5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650 Ti 4GB, Free DOS, Glacier Blue","https://mediagalaxy.ro/laptop-gaming-asus-rog-strix-g15-g512li-al037-intel-core-i7-10750h-pana-la-5ghz-15-6-full-hd-16gb-ssd-512gb-nvidia-geforce-gtx-1650-ti-4gb-free-dos-glacier-blue/cpd/LAPG512LIAL037/"
"1612613895-3675","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.099,90lei","Laptop Gaming ASUS TUF FX705DT-H7114, AMD Ryzen 5 3550H pana la 3.7GHz, 17.3"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650 4GB, Free DOS, Stealth Black","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/12/","","Laptop Gaming ASUS TUF FX705DT-H7114, AMD Ryzen 5 3550H pana la 3.7GHz, 17.3"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1650 4GB, Free DOS, Stealth Black","https://mediagalaxy.ro/laptop-gaming-asus-tuf-fx705dt-h7114-amd-ryzen-5-3550h-pana-la-3-7ghz-17-3-full-hd-16gb-ssd-512gb-nvidia-geforce-gtx-1650-4gb-free-dos-stealth-black/cpd/LAPFX705DTH7114/"
"1612613746-3175","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","15.999,90lei","Laptop DELL XPS 9700, Intel Core i7-10750H pana la 5.0GHz, 17"" UHD+ Touch, 32GB, SSD 1TB, NVIDIA GeForce GTX 1650 Ti 4GB, Windows 10 Pro, argintiu","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","","Laptop DELL XPS 9700, Intel Core i7-10750H pana la 5.0GHz, 17"" UHD+ Touch, 32GB, SSD 1TB, NVIDIA GeForce GTX 1650 Ti 4GB, Windows 10 Pro, argintiu","https://mediagalaxy.ro/laptop-dell-xps-9700-intel-core-i7-10750h-pana-la-5-0ghz-17-uhd-touch-32gb-ssd-1tb-nvidia-geforce-gtx-1650-ti-4gb-windows-10-pro-argintiu/cpd/LAP97009711/"
"1612613880-3611","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.849,90lei","Laptop ASUS ZenBook 14 UX425JA-BM003T, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Home, Lilac Mist","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","","Laptop ASUS ZenBook 14 UX425JA-BM003T, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 16GB, SSD 512GB, Intel UHD Graphics, Windows 10 Home, Lilac Mist","https://mediagalaxy.ro/laptop-asus-zenbook-14-ux425ja-bm003t-intel-core-i5-1035g1-pana-la-3-6ghz-14-full-hd-16gb-ssd-512gb-intel-uhd-graphics-windows-10-home-lilac-mist/cpd/LAPUX425JBM003T/"
"1612613791-3314","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.649,90lei","Laptop Gaming ASUS ROG Strix G15 G512LU-AL039, Intel Core i7-10750H pana la 5GHz, 15.6"" Full HD, 8GB, SSD 2 x 512GB, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","","Laptop Gaming ASUS ROG Strix G15 G512LU-AL039, Intel Core i7-10750H pana la 5GHz, 15.6"" Full HD, 8GB, SSD 2 x 512GB, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-asus-rog-strix-g15-g512lu-al039-intel-core-i7-10750h-pana-la-5ghz-15-6-full-hd-8gb-ssd-2-x-512gb-nvidia-geforce-gtx-1660-ti-6gb-free-dos-negru/cpd/LAPG512LUAL039/"
"1612613910-3715","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.799,90lei","Laptop ASUS VivoBook 14 X403JA-BM019, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics 620, Endless, Petal Pink","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","","Laptop ASUS VivoBook 14 X403JA-BM019, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 8GB, SSD 256GB, Intel UHD Graphics 620, Endless, Petal Pink","https://mediagalaxy.ro/laptop-asus-vivobook-14-x403ja-bm019-intel-core-i5-1035g1-pana-la-3-6ghz-14-full-hd-8gb-ssd-256gb-intel-uhd-graphics-620-endless-petal-pink/cpd/LAPX403JABM019/"
"1612613791-3333","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.999,90lei","Laptop Gaming ASUS TUF F15 FX506LU-HN036, Intel Core i5-10300H pana la 4.5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/5/","","Laptop Gaming ASUS TUF F15 FX506LU-HN036, Intel Core i5-10300H pana la 4.5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti 6GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-asus-tuf-f15-fx506lu-hn036-intel-core-i5-10300h-pana-la-4-5ghz-15-6-full-hd-16gb-ssd-512gb-nvidia-geforce-gtx-1660ti-6gb-free-dos-negru/cpd/LAPFX506LUHN036/"
"1612613924-3757","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.199,90lei","Laptop Gaming LENOVO IdeaPad L340-15IRH, Intel Core i5-9300H pana la 4.1GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1050 3GB, Free DOS, negru","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","","Laptop Gaming LENOVO IdeaPad L340-15IRH, Intel Core i5-9300H pana la 4.1GHz, 15.6"" Full HD, 8GB, SSD 512GB, NVIDIA GeForce GTX 1050 3GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-lenovo-ideapad-l340-15irh-intel-core-i5-9300h-pana-la-4-1ghz-15-6-full-hd-8gb-ssd-512gb-nvidia-geforce-gtx-1050-3gb-free-dos-negru/cpd/LAP81LK00L7RM/"
"1612613850-3532","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.899,90lei","Laptop Gaming MSI GF75 Thin 10SER-295XRO, Intel Core i7-10750H pana la 5.0GHz, 17.3"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","","Laptop Gaming MSI GF75 Thin 10SER-295XRO, Intel Core i7-10750H pana la 5.0GHz, 17.3"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-msi-gf75-thin-10ser-295xro-intel-core-i7-10750h-pana-la-5-0ghz-17-3-full-hd-16gb-ssd-512gb-nvidia-geforce-rtx-2060-6gb-free-dos-negru/cpd/LAP10SER295XRO/"
"1612613761-3237","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","8.199,90lei","Laptop Gaming ASUS ROG Zephyrus S GX502GW-AZ067, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2070 8GB, Free DOS, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","","Laptop Gaming ASUS ROG Zephyrus S GX502GW-AZ067, Intel Core i7-9750H pana la 4.5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2070 8GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-asus-rog-zephyrus-s-gx502gw-az067-intel-core-i7-9750h-pana-la-4-5ghz-15-6-full-hd-16gb-ssd-512gb-nvidia-geforce-rtx-2070-8gb-free-dos-negru/cpd/LAPGX502GWAZ067/"
"1612613880-3612","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.799,90lei","Laptop ASUS ZenBook Duo UX481FA-BM049T, Intel Core i5-10210U pana la 4.2GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home, Celestial Blue","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","","Laptop ASUS ZenBook Duo UX481FA-BM049T, Intel Core i5-10210U pana la 4.2GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home, Celestial Blue","https://mediagalaxy.ro/laptop-asus-zenbook-duo-ux481fa-bm049t-intel-core-i5-10210u-pana-la-4-2ghz-14-full-hd-8gb-ssd-512gb-intel-uhd-graphics-620-windows-10-home-celestial-blue/cpd/LAPUX481FAM049T/"
"1612613910-3730","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.599,90lei","Laptop ASUS X509JA-EJ031T, Intel Core i7-1065G7 pana la 3.9GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Home, gri","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","","Laptop ASUS X509JA-EJ031T, Intel Core i7-1065G7 pana la 3.9GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Home, gri","https://mediagalaxy.ro/laptop-asus-x509ja-ej031t-intel-core-i7-1065g7-pana-la-3-9ghz-15-6-full-hd-8gb-ssd-512gb-intel-uhd-graphics-windows-10-home-gri/cpd/LAPX509JAEJ031T/"
"1612613850-3503","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.399,90lei","Laptop Gaming ASUS ROG Zephyrus G14 GA401IV-HE118T, AMD Ryzen 7 4800HS pana la 4.2GHz, 14"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 Max-Q 6GB, Windows 10 Home, gri inchis","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","","Laptop Gaming ASUS ROG Zephyrus G14 GA401IV-HE118T, AMD Ryzen 7 4800HS pana la 4.2GHz, 14"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 Max-Q 6GB, Windows 10 Home, gri inchis","https://mediagalaxy.ro/laptop-gaming-asus-rog-zephyrus-g14-ga401iv-he118t-amd-ryzen-7-4800hs-pana-la-4-2ghz-14-full-hd-16gb-ssd-512gb-nvidia-geforce-rtx-2060-max-q-6gb-windows-10-home-gri-inchis/cpd/LAPGA401IHE118T/"
"1612613746-3206","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","10.299,90lei","Laptop Gaming ASUS ROG Strix Scar lll G531GW-AZ301T, Intel Core i9-9880H pana la 4.8GHz, 15.6"" Full HD, 16GB, SDD 1TB, NVIDIA GeForce RTX 2070 8GB, Windows 10 Home, Gunmetal","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/2/","","Laptop Gaming ASUS ROG Strix Scar lll G531GW-AZ301T, Intel Core i9-9880H pana la 4.8GHz, 15.6"" Full HD, 16GB, SDD 1TB, NVIDIA GeForce RTX 2070 8GB, Windows 10 Home, Gunmetal","https://mediagalaxy.ro/laptop-gaming-asus-rog-strix-scar-lll-g531gw-az301t-intel-core-i9-9880h-pana-la-4-8ghz-15-6-full-hd-16gb-sdd-1tb-nvidia-geforce-rtx-2070-8gb-windows-10-home-gunmetal/cpd/LAPG531GWAZ01T/"
"1612613910-3729","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.599,90lei","Laptop LENOVO IdeaPad 5 14IIL05, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 16GB, SSD 1TB, Intel UHD Graphics, Free DOS, gri","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","","Laptop LENOVO IdeaPad 5 14IIL05, Intel Core i5-1035G1 pana la 3.6GHz, 14"" Full HD, 16GB, SSD 1TB, Intel UHD Graphics, Free DOS, gri","https://mediagalaxy.ro/laptop-lenovo-ideapad-5-14iil05-intel-core-i5-1035g1-pana-la-3-6ghz-14-full-hd-16gb-ssd-1tb-intel-uhd-graphics-free-dos-gri/cpd/LAP81YH001ERM/"
"1612613761-3231","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","8.499,90lei","Laptop Gaming HP Omen 15-dh0026nq, Intel Core i9-9880H pana la 4.8GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Max-Q 8GB, Free Dos, negru","In Stoc","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/3/","","Laptop Gaming HP Omen 15-dh0026nq, Intel Core i9-9880H pana la 4.8GHz, 15.6"" Full HD, 16GB, SSD 1TB, NVIDIA GeForce RTX 2080 Max-Q 8GB, Free Dos, negru","https://mediagalaxy.ro/laptop-gaming-hp-omen-15-dh0026nq-intel-core-i9-9880h-pana-la-4-8ghz-15-6-full-hd-16gb-ssd-1tb-nvidia-geforce-rtx-2080-max-q-8gb-free-dos-negru/cpd/LAP9YR85EA/"
"1612613850-3531","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","5.899,90lei","Laptop Gaming ASUS TUF A15 FA506IV-HN216, AMD Ryzen 9 4900H pana la 4.4GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, gri inchis","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/9/","","Laptop Gaming ASUS TUF A15 FA506IV-HN216, AMD Ryzen 9 4900H pana la 4.4GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, gri inchis","https://mediagalaxy.ro/laptop-gaming-asus-tuf-a15-fa506iv-hn216-amd-ryzen-9-4900h-pana-la-4-4ghz-15-6-full-hd-16gb-ssd-512gb-nvidia-geforce-rtx-2060-6gb-free-dos-gri-inchis/cpd/LAPFA506IVHN216/"
"1612613924-3766","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.099,90lei","Laptop Gaming DELL G5 5590, Intel Core i5-8300H pana la 4.0GHz, 15.6"" Full HD, 8GB, HDD 1TB + SSD 128GB, NVIDIA GeForce GTX 1050 Ti 4GB, Windows 10 Home, Negru","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/14/","","Laptop Gaming DELL G5 5590, Intel Core i5-8300H pana la 4.0GHz, 15.6"" Full HD, 8GB, HDD 1TB + SSD 128GB, NVIDIA GeForce GTX 1050 Ti 4GB, Windows 10 Home, Negru","https://mediagalaxy.ro/laptop-gaming-dell-g5-5590-intel-core-i5-8300h-pana-la-4-0ghz-15-6-full-hd-8gb-hdd-1tb-ssd-128gb-nvidia-geforce-gtx-1050-ti-4gb-windows-10-home-negru/cpd/LAP55909763/"
"1612613910-3720","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.699,90lei","Laptop Gaming MSI GF63 8SC, Intel Core i7-8750H pana la 4.1GHz, 15.6"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce GTX 1650 4GB, Free Dos","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/13/","","Laptop Gaming MSI GF63 8SC, Intel Core i7-8750H pana la 4.1GHz, 15.6"" Full HD, 8GB, SSD 256GB, NVIDIA GeForce GTX 1650 4GB, Free Dos","https://mediagalaxy.ro/laptop-gaming-msi-gf63-8sc-intel-core-i7-8750h-pana-la-4-1ghz-15-6-full-hd-8gb-ssd-256gb-nvidia-geforce-gtx-1650-4gb-free-dos/cpd/LAPGF638SC/"
"1612613836-3493","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.599,90lei","Laptop Gaming ASUS ROG Zephyrus G14 GA401IU-HE001, AMD Ryzen 7 4800HS pana la 4.2GHz, 14"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti Max-Q 6GB, Free DOS, gri inchis","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","","Laptop Gaming ASUS ROG Zephyrus G14 GA401IU-HE001, AMD Ryzen 7 4800HS pana la 4.2GHz, 14"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce GTX 1660Ti Max-Q 6GB, Free DOS, gri inchis","https://mediagalaxy.ro/laptop-gaming-asus-rog-zephyrus-g14-ga401iu-he001-amd-ryzen-7-4800hs-pana-la-4-2ghz-14-full-hd-16gb-ssd-512gb-nvidia-geforce-gtx-1660ti-max-q-6gb-free-dos-gri-inchis/cpd/LAPGA401IUHE001/"
"1612613880-3606","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.899,90lei","Laptop ASUS ZenBook 14 UX433FAC-A5290T, Intel Core i5-10210U pana la 4.2GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home, Icicle Silver","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","","Laptop ASUS ZenBook 14 UX433FAC-A5290T, Intel Core i5-10210U pana la 4.2GHz, 14"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics 620, Windows 10 Home, Icicle Silver","https://mediagalaxy.ro/laptop-asus-zenbook-14-ux433fac-a5290t-intel-core-i5-10210u-pana-la-4-2ghz-14-full-hd-8gb-ssd-512gb-intel-uhd-graphics-620-windows-10-home-icicle-silver/cpd/LAPUX433FA5290T/"
"1612613880-3603","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","4.949,90lei","Laptop DELL Inspiron 5501, Intel Core i7-1065G7 pana la 3.9GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce MX330 2GB, Ubuntu, argintiu","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/11/","","Laptop DELL Inspiron 5501, Intel Core i7-1065G7 pana la 3.9GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce MX330 2GB, Ubuntu, argintiu","https://mediagalaxy.ro/laptop-dell-inspiron-5501-intel-core-i7-1065g7-pana-la-3-9ghz-15-6-full-hd-16gb-ssd-512gb-nvidia-geforce-mx330-2gb-ubuntu-argintiu/cpd/LAP55016596/"
"1612613836-3487","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","6.799,90lei","Laptop Gaming ASUS ROG Strix G15 G512LV-HN033, Intel Core i7-10750H pana la 5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/8/","","Laptop Gaming ASUS ROG Strix G15 G512LV-HN033, Intel Core i7-10750H pana la 5GHz, 15.6"" Full HD, 16GB, SSD 512GB, NVIDIA GeForce RTX 2060 6GB, Free DOS, negru","https://mediagalaxy.ro/laptop-gaming-asus-rog-strix-g15-g512lv-hn033-intel-core-i7-10750h-pana-la-5ghz-15-6-full-hd-16gb-ssd-512gb-nvidia-geforce-rtx-2060-6gb-free-dos-negru/cpd/LAPG512LVHN033/"
"1612613731-3137","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","3.499,90lei","Laptop HP 250 G7, Intel Core i5-1035G1 pana la 3.6GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, negru","In Stoc","","","","Laptop HP 250 G7, Intel Core i5-1035G1 pana la 3.6GHz, 15.6"" Full HD, 8GB, SSD 512GB, Intel UHD Graphics, Windows 10 Pro, negru","https://mediagalaxy.ro/laptop-hp-250-g7-intel-core-i5-1035g1-pana-la-3-6ghz-15-6-full-hd-8gb-ssd-512gb-intel-uhd-graphics-windows-10-pro-negru/cpd/LAP14Z93EA/"
"1612613820-3427","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/1/","10.349,90lei","Laptop APPLE MacBook Pro 13 mwp42ze/a, Intel Core i5 pana la 3.8GHz, 13.3"" Retina Display si Touch Bar, 16GB, SSD 512GB, Intel Iris Plus Graphics, macOS Catalina, Space Gray - Tastatura layout INT","Stoc epuizat","","https://mediagalaxy.ro/laptopuri/cpl/filtru/p/7/","","Laptop APPLE MacBook Pro 13 mwp42ze/a, Intel Core i5 pana la 3.8GHz, 13.3"" Retina Display si Touch Bar, 16GB, SSD 512GB, Intel Iris Plus Graphics, macOS Catalina, Space Gray - Tastatura layout INT","https://mediagalaxy.ro/laptop-apple-macbook-pro-13-mwp42ze-a-intel-core-i5-pana-la-3-8ghz-13-3-retina-display-si-touch-bar-16gb-ssd-512gb-intel-iris-plus-graphics-macos-catalina-space-gray-tastatura-layout-int/cpd/LAPMWP42ZEA/"
