web-scraper-order,web-scraper-start-url,title,price,availability,link,link-href,image-src,pagination,pagination-href
"1612611446-77","https://www.emag.ro/laptopuri/c","Laptop HP ProBook 450 G7 cu procesor Intel® Core™ i7-10510U pana la 4.90 GHz, 15.6"", Full HD, 8GB, 1TB HDD + 256G SSD, NVIDIA GeForce MX250 2GB, Windows 10 Pro, Silver","5.599<sup>99</sup> <span>Lei</span>","stoc epuizat","Laptop HP ProBook 450 G7 cu procesor Intel® Core™ i7-10510U pana la 4.90 GHz, 15.6"", Full HD, 8GB, 1TB HDD + 256G SSD, NVIDIA GeForce MX250 2GB, Windows 10 Pro, Silver","https://www.emag.ro/laptop-hp-probook-450-g7-cu-procesor-intelr-coretm-i7-10510u-pana-la-4-90-ghz-15-6-full-hd-8gb-1tb-hdd-256g-ssd-nvidia-geforce-mx250-2gb-windows-10-pro-silver-8vu91ea/pd/D4G07YMBM/","https://s13emagst.akamaized.net/products/30424/30423956/images/res_763dfb57999f75d107efe69319b50dc5.jpg?width=200&height=200&hash=752C91A71DC4874F40B3D6196F7535D7","22","https://www.emag.ro/laptopuri/p22/c"
"1612611431-36","https://www.emag.ro/laptopuri/c","Laptop HP 250 G7 cu procesor Intel Core i5-1035G1 pana la 3.60 GHz, 15.6"", Full HD, 16GB, 512GB SSD, Intel UHD Graphics, Windows 10 Pro, Asteroid Silver","3.699<sup>99</sup> <span>Lei</span>","în stoc","Laptop HP 250 G7 cu procesor Intel Core i5-1035G1 pana la 3.60 GHz, 15.6"", Full HD, 16GB, 512GB SSD, Intel UHD Graphics, Windows 10 Pro, Asteroid Silver","https://www.emag.ro/laptop-hp-250-g7-cu-procesor-intel-core-i5-1035g1-pana-la-3-60-ghz-15-6-full-hd-16gb-512gb-ssd-intel-uhd-graphics-windows-10-pro-asteroid-silver-14z94ea/pd/DJV2SDMBM/","https://s13emagst.akamaized.net/products/34682/34681142/images/res_d97253b1eb87ca45037d8391ee0a9bb8.jpg?width=200&height=200&hash=075E708430CDA737DAC5DBC0A5963518","",""
"1612611461-127","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Prestigio SmartBook 133 C4 cu procesor AMD A4-9120e pana la 2.20 GHz, 14.1"", HD, 4GB, 64GB eMMC, AMD Radeon R3, Windows 10 Pro, Dark Grey","1.999<sup>99</sup> <span>Lei</span>","stoc epuizat","Laptop ultraportabil Prestigio SmartBook 133 C4 cu procesor AMD A4-9120e pana la 2.20 GHz, 14.1"", HD, 4GB, 64GB eMMC, AMD Radeon R3, Windows 10 Pro, Dark Grey","https://www.emag.ro/laptop-ultraportabil-prestigio-smartbook-133-c4-cu-procesor-amd-a4-9120e-pana-la-2-20-ghz-14-1-hd-4gb-64gb-emmc-amd-radeon-r3-windows-10-pro-dark-grey-psb133c04cgp-dg/pd/D54KRDMBM/","https://s13emagst.akamaized.net/products/34924/34923355/images/res_33832c305f601d8c20ab23ad55a3175e.jpg?width=200&height=200&hash=A947C230355E127E10DC549992B4F273","21","https://www.emag.ro/laptopuri/p21/c"
"1612611686-989","https://www.emag.ro/laptopuri/c","Laptop HP ZBook Fury 17 G7, 17.3 Inch, 4K Ultra HD, I7-10850H, 32GB RAM, 1TB SSD, Quadro RTX3000, Win 10 Pro","18.088<sup>00</sup> <span>Lei</span>","ultimul produs in stoc","Laptop HP ZBook Fury 17 G7, 17.3 Inch, 4K Ultra HD, I7-10850H, 32GB RAM, 1TB SSD, Quadro RTX3000, Win 10 Pro","https://www.emag.ro/laptop-hp-zbook-fury-17-g7-17-3-inch-4k-ultra-hd-i7-10850h-32gb-ram-1tb-ssd-quadro-rtx3000-win-10-pro-119w3ea/pd/DPPVNDMBM/","https://s13emagst.akamaized.net/products/32542/32541804/images/res_d4ef56198641da7bf647c399ca5afff5.jpg?width=200&height=200&hash=577123C51112B95ACBACDE25AD1D2711","14","https://www.emag.ro/laptopuri/p14/c"
"1612611745-1253","https://www.emag.ro/laptopuri/c","Laptop Acer Aspire 5 cu procesor A515-55-572U Intel® Core™ i5-1035G1 pana la 3.60 GHz, 15.6"", Full HD, IPS, 8GB, 256GB SSD, retea pe fir integrata, fara unitate optica, Intel UHD Graphics, tastatura iluminata, fara sistem de operare, Silver","2.789<sup>00</sup> <span>Lei</span>","ultimele 2 produse","Laptop Acer Aspire 5 cu procesor A515-55-572U Intel® Core™ i5-1035G1 pana la 3.60 GHz, 15.6"", Full HD, IPS, 8GB, 256GB SSD, retea pe fir integrata, fara unitate optica, Intel UHD Graphics, tastatura iluminata, fara sistem de operare, Silver","https://www.emag.ro/laptop-acer-aspire-5-cu-procesor-a515-55-572u-intelr-coretm-i5-1035g1-pana-la-3-60-ghz-15-6-full-hd-ips-8gb-256gb-ssd-retea-pe-fir-integrata-fara-unitate-optica-intel-uhd-graphics-tastatura-iluminata-/pd/DX15HDMBM/","https://s13emagst.akamaized.net/products/31008/31007866/images/res_b023394d8d8a2f751d442163a8c31844.jpg?width=200&height=200&hash=1521CEBBFA671D274CED3FF34E1AF3FD","2","https://www.emag.ro/laptopuri/p2/c"
"1612611521-335","https://www.emag.ro/laptopuri/c","Laptop rezistent Durabook S15AB ,intel pentium 3825u,4gb,500gb,15.6""FHD,win10p,argintiu","3.190<sup>00</sup> <span>Lei</span>","ultimele 3 produse","Laptop rezistent Durabook S15AB ,intel pentium 3825u,4gb,500gb,15.6""FHD,win10p,argintiu","https://www.emag.ro/laptop-rezistent-durabook-ab-intel-pentium-3825u-4gb-500gb-15-6-fhd-win10p-argintiu-s15/pd/D8QR4YMBM/","https://s13emagst.akamaized.net/products/31068/31067019/images/res_f11bf78bd43355fa9f3a8edcb09015c7.jpg?width=200&height=200&hash=CE6145371193975D755529C164F58B4D","15","https://www.emag.ro/laptopuri/p15/c"
"1612611536-391","https://www.emag.ro/laptopuri/c","Laptop LENOVO IdeaPad S145-15AST, AMD A6-9225 ,dual core, 1MB, 15.6"" HD, Stoney-Ridge , 8GB DDR4, SSD 128GB NVME , AMD Radeon R4 Graphics, fara sistem de operare, gri","1.894<sup>99</sup> <span>Lei</span>","ultimele 3 produse","Laptop LENOVO IdeaPad S145-15AST, AMD A6-9225 ,dual core, 1MB, 15.6"" HD, Stoney-Ridge , 8GB DDR4, SSD 128GB NVME , AMD Radeon R4 Graphics, fara sistem de operare, gri","https://www.emag.ro/laptop-lenovo-ideapad-s145-15ast-amd-a6-9225-dual-core-1mb-15-6-hd-stoney-ridge-8gb-ddr4-ssd-128gb-nvme-amd-radeon-r4-graphics-fara-sistem-de-operare-gri-81n300mbrm-128gb/pd/D58TVDMBM/","https://s13emagst.akamaized.net/products/31489/31488236/images/res_5fcbdb16883c1a267ba4d5a1c05d620d.jpg?width=200&height=200&hash=4CAB4B8908D23DC66A71B6E689F012D8","13","https://www.emag.ro/laptopuri/p13/c"
"1612611686-1019","https://www.emag.ro/laptopuri/c","Laptop Gaming Dell Alienware m15 R3, 15.6inch, Intel Core i7-10750H, RAM 16GB, SSD 2TB, nVidia GeForce RTX 2070 SUPER 8GB GDDR6, no ODD, Windows 10 Pro","17.849<sup>99</sup> <span>Lei</span>","ultimele 2 produse","Laptop Gaming Dell Alienware m15 R3, 15.6inch, Intel Core i7-10750H, RAM 16GB, SSD 2TB, nVidia GeForce RTX 2070 SUPER 8GB GDDR6, no ODD, Windows 10 Pro","https://www.emag.ro/laptop-gaming-dell-alienware-m15-r3-15-6inch-intel-core-i7-10750h-ram-16gb-ssd-2tb-nvidia-geforce-rtx-2070-super-8gb-gddr6-no-odd-windows-10-pro-da15r3i716g2tnwp/pd/DSK4K3MBM/","https://s13emagst.akamaized.net/products/31657/31656566/images/res_f4b094d07d31de9aafb53684c469db93.jpg?width=200&height=200&hash=4FA2ADFAD6EB1F6DCF8CDDCA22632890","14","https://www.emag.ro/laptopuri/p14/c"
"1612611431-27","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Acer Swift 1 SF114-33 cu procesor Intel® Celeron® N4120 Quad Core pana la 2.60 GHz, 14"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 600, No OS, Silver","1.699<sup>99</sup> <span>Lei</span>","în stoc","Laptop ultraportabil Acer Swift 1 SF114-33 cu procesor Intel® Celeron® N4120 Quad Core pana la 2.60 GHz, 14"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics 600, No OS, Silver","https://www.emag.ro/laptop-ultraportabil-acer-swift-1-sf114-33-cu-procesor-intelr-celeronr-n4120-quad-core-pana-la-2-60-ghz-14-full-hd-8gb-256gb-ssd-intelr-uhd-graphics-600-no-os-silver-nx-hysex-003/pd/DSV1L2MBM/","https://s13emagst.akamaized.net/products/32857/32856739/images/res_224899595790704c9761483a4589d0c3.jpg?width=200&height=200&hash=D0FABA5B23A89B17FA29A85579CBCB5C","",""
"1612611627-767","https://www.emag.ro/laptopuri/c","Laptop Gaming Lenovo Legion 7 15IMHg05 cu procesor Intel® Core™ i7-10875H, 15.6"" Full HD, IPS, 300Nits, 144Hz, 100% sRGB, Gsync, 16GB, 1TB SSD, NVIDIA® GeForce® RTX 2070 Max-Q 8GB, FreeDOS, Slate Grey","7.699<sup>99</sup> <span>Lei</span>","în stoc","Laptop Gaming Lenovo Legion 7 15IMHg05 cu procesor Intel® Core™ i7-10875H, 15.6"" Full HD, IPS, 300Nits, 144Hz, 100% sRGB, Gsync, 16GB, 1TB SSD, NVIDIA® GeForce® RTX 2070 Max-Q 8GB, FreeDOS, Slate Grey","https://www.emag.ro/laptop-gaming-lenovo-legion-7-15imhg05-cu-procesor-intelr-coretm-i7-10875h-15-6-full-hd-ips-300nits-144hz-100-srgb-gsync-16gb-1tb-ssd-nvidiar-geforcer-rtx-2070-max-q-8gb-freedos-slate-grey-81yu006nrm/pd/D0DP03MBM/","https://s13emagst.akamaized.net/products/31641/31640160/images/res_39f2424dda23c7a95c04935fe5cd62de.jpg?width=200&height=200&hash=B441A3B41F48DC8A3A3725105F366F51","4","https://www.emag.ro/laptopuri/p4/c"
"1612611581-598","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Lenovo Yoga Slim 9 14ITL5 cu procesor Intel Core i7-1165G7 pana la 4.70, 14"", UHD, Touch, 16GB, 1TB SSD, Intel Iris Xe Graphics, Windows 10 Home, Shadow Black","9.399<sup>99</sup> <span>Lei</span>","null","Laptop ultraportabil Lenovo Yoga Slim 9 14ITL5 cu procesor Intel Core i7-1165G7 pana la 4.70, 14"", UHD, Touch, 16GB, 1TB SSD, Intel Iris Xe Graphics, Windows 10 Home, Shadow Black","https://www.emag.ro/laptop-ultraportabil-lenovo-yoga-slim-9-14itl5-cu-procesor-intel-core-i7-1165g7-pana-la-4-70-14-uhd-touch-16gb-1tb-ssd-intel-iris-xe-graphics-windows-10-home-shadow-black-82d10033rm/pd/DT4DW7MBM/","https://s13emagst.akamaized.net/products/34147/34146848/images/res_52010b82e95060e15dda6e521f27288a.jpg?width=200&height=200&hash=7F286218E469B974EF90DB4F04CE3C31","9","https://www.emag.ro/laptopuri/p9/c"
"1612611597-637","https://www.emag.ro/laptopuri/c","Laptop ultraportabil ASUS Zenbook S UX393EA cu procesor Intel® Core™ i7-1165G7 pana la 4.70 GHz, 13.9"", Full HD, 8GB, 512GB SSD, Intel® Iris Xe Graphics, Windows 10 Home, Jade Black","6.999<sup>99</sup> <span>Lei</span>","în stoc","Laptop ultraportabil ASUS Zenbook S UX393EA cu procesor Intel® Core™ i7-1165G7 pana la 4.70 GHz, 13.9"", Full HD, 8GB, 512GB SSD, Intel® Iris Xe Graphics, Windows 10 Home, Jade Black","https://www.emag.ro/laptop-ultraportabil-asus-zenbook-s-ux393ea-cu-procesor-intelr-coretm-i7-1165g7-pana-la-4-70-ghz-13-9-full-hd-8gb-512gb-ssd-intelr-iris-xe-graphics-windows-10-home-jade-black-ux393ea-hk012t/pd/DD0BNDMBM/","https://s13emagst.akamaized.net/products/34439/34438712/images/res_4de0546acbbe7e1ecea0618be8ebe354.jpg?width=200&height=200&hash=9A7FB03A2AC532E47957B3253E8F0728","7","https://www.emag.ro/laptopuri/p7/c"
"1612611506-313","https://www.emag.ro/laptopuri/c","Laptop Lenovo Thinkpad T14, Intel Core I7-10510U, 16GB, 512GB Ssd, 14 inch, FHD, IPS, AG, Intel Uhd Graphics, Win10 Pro, 20S0000NBM","11.242<sup>73</sup> <span>Lei</span>","în stoc","Laptop Lenovo Thinkpad T14, Intel Core I7-10510U, 16GB, 512GB Ssd, 14 inch, FHD, IPS, AG, Intel Uhd Graphics, Win10 Pro, 20S0000NBM","https://www.emag.ro/laptop-lenovo-thinkpad-t14-intel-core-i7-10510u-16gb-512gb-ssd-14-inch-fhd-ips-ag-intel-uhd-graphics-win10-pro-20s0000nbm/pd/D82WP3MBM/","https://s13emagst.akamaized.net/products/31787/31786188/images/res_997b7274adc6ff094047084ee92f1642.jpg?width=200&height=200&hash=C45B24B76D387E72AB23AF4CBFC4C5B6","16","https://www.emag.ro/laptopuri/p16/c"
"1612611671-932","https://www.emag.ro/laptopuri/c","Laptop Lenovo IdeeaPad 14IGL05, 14"", N5030, 4GB RAM, 128GB SSD, Argintiu","2.499<sup>95</sup> <span>Lei</span>","ultimele 2 produse","Laptop Lenovo IdeeaPad 14IGL05, 14"", N5030, 4GB RAM, 128GB SSD, Argintiu","https://www.emag.ro/laptop-lenovo-ideeapad-14igl05-14-n5030-4gb-ram-128gb-ssd-argintiu-hcdp81vu0037pb/pd/D63BV2MBM/","https://s13emagst.akamaized.net/products/32860/32859593/images/res_32f231b2abed6803901f5e05518c9a86.jpg?width=200&height=200&hash=DF5F48F6FE048C44DFEF1B0D57992CBD","11","https://www.emag.ro/laptopuri/p11/c"
"1612611581-603","https://www.emag.ro/laptopuri/c","Laptop Apple MacBook Air 13 (2020) ecran Retina, procesor Intel® Core™ i5 1.1GHz, 8GB, 512GB SSD, Intel Iris Plus Graphics, Space Grey, INT KB","6.899<sup>99</sup> <span>Lei</span>","ultimele 3 produse","Laptop Apple MacBook Air 13 (2020) ecran Retina, procesor Intel® Core™ i5 1.1GHz, 8GB, 512GB SSD, Intel Iris Plus Graphics, Space Grey, INT KB","https://www.emag.ro/laptop-apple-macbook-air-13-2020-ecran-retina-procesor-intelr-coretm-i5-1-1ghz-8gb-512gb-ssd-intel-iris-plus-graphics-space-grey-int-kb-mvh22ze-a/pd/DGGRQBMBM/","https://s13emagst.akamaized.net/products/29370/29369080/images/res_f8dc282dc3b85fcec8725688cc37ae8e.jpg?width=200&height=200&hash=92C987740824C905F9772B0C43FE097C","9","https://www.emag.ro/laptopuri/p9/c"
"1612611686-993","https://www.emag.ro/laptopuri/c","Laptop HP 15s-fq2026nq cu procesor Intel® Core™ i3-1115G4 pana la 4.10 GHz, 15.6"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics, Free DOS, Grey","2.399<sup>99</sup> <span>Lei</span>","în stoc","Laptop HP 15s-fq2026nq cu procesor Intel® Core™ i3-1115G4 pana la 4.10 GHz, 15.6"", Full HD, 8GB, 256GB SSD, Intel® UHD Graphics, Free DOS, Grey","https://www.emag.ro/laptop-hp-15s-fq2026nq-cu-procesor-intelr-coretm-i3-1115g4-pana-la-4-10-ghz-15-6-full-hd-8gb-256gb-ssd-intelr-uhd-graphics-free-dos-grey-2l9x7ea/pd/DT657DMBM/","https://s13emagst.akamaized.net/products/34346/34345061/images/res_f0c1942b3281c5341dca7d120e46a135.jpg?width=200&height=200&hash=4F63F8BD2A8B6350BF823B787A59A81A","14","https://www.emag.ro/laptopuri/p14/c"
"1612611581-628","https://www.emag.ro/laptopuri/c","Laptop Gaming Alienware M15 R3 cu procesor Intel Core i9-10980HK pana la 5.30 GHz, 15.6"", Full HD, 144Hz, 32GB, 512GB SSD, NVIDIA GeForce RTX2080 SUPER 8GB, Windows 10 Pro, Lunar Light","19.999<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Gaming Alienware M15 R3 cu procesor Intel Core i9-10980HK pana la 5.30 GHz, 15.6"", Full HD, 144Hz, 32GB, 512GB SSD, NVIDIA GeForce RTX2080 SUPER 8GB, Windows 10 Pro, Lunar Light","https://www.emag.ro/laptop-gaming-alienware-m15-r3-cu-procesor-intel-core-i9-10980hk-pana-la-5-30-ghz-15-6-full-hd-144hz-32gb-512gb-ssd-nvidia-geforce-rtx2080-super-8gb-windows-10-pro-lunar-light-awm15i9325122080wp/pd/DHWR37MBM/","https://s13emagst.akamaized.net/products/33362/33361095/images/res_4693388a81f3dc1a5c0c845be569adab.jpg?width=200&height=200&hash=4FE61D4A584A0DC068CB2019D086F3DD","9","https://www.emag.ro/laptopuri/p9/c"
"1612611536-441","https://www.emag.ro/laptopuri/c","Laptop ultraportabil Dell XPS 13 7390 cu procesor Intel® Core™ i7-10510U pana la 4.90 GHz Comet Lake, 13.3"" UHD, 16GB, 512GB SSD, Intel UHD Graphics, Windows 10 Pro, Platinum Silver","9.999<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Laptop ultraportabil Dell XPS 13 7390 cu procesor Intel® Core™ i7-10510U pana la 4.90 GHz Comet Lake, 13.3"" UHD, 16GB, 512GB SSD, Intel UHD Graphics, Windows 10 Pro, Platinum Silver","https://www.emag.ro/laptop-ultraportabil-dell-xps-13-7390-cu-procesor-intelr-coretm-i7-10510u-pana-la-4-90-ghz-comet-lake-13-3-uhd-16gb-512gb-ssd-intel-uhd-graphics-windows-10-pro-platinum-silver-xps7390ti716512wp/pd/DN2KCBMBM/","https://s13emagst.akamaized.net/products/29233/29232791/images/res_31d71190ba0e6d475440d53a15da1922.jpg?width=200&height=200&hash=8C963FF2F7AF5902813296065E1EAFA3","13","https://www.emag.ro/laptopuri/p13/c"
"1612611656-882","https://www.emag.ro/laptopuri/c","Laptop Lenovo IdeaPad 130-15IKB, Intel® Core™ i3-8130U, 4GB DDR4, HDD 1TB, Intel® UHD Graphics, Free DOS","2.299<sup>99</sup> <span>Lei</span>","în stoc","Laptop Lenovo IdeaPad 130-15IKB, Intel® Core™ i3-8130U, 4GB DDR4, HDD 1TB, Intel® UHD Graphics, Free DOS","https://www.emag.ro/laptop-lenovo-ideapad-130-15ikb-intelr-coretm-i3-8130u-4gb-ddr4-hdd-1tb-intelr-uhd-graphics-free-dos-144148/pd/DPVHBDMBM/","https://s13emagst.akamaized.net/products/33205/33204401/images/res_6e80caad24c91b41549b003810f00be2.jpg?width=200&height=200&hash=2A4552F3343338AD58DE074A83EB76E0","8","https://www.emag.ro/laptopuri/p8/c"
"1612611581-587","https://www.emag.ro/laptopuri/c","Laptop ultraportabil HP EliteBook 845 G7 cu procesor AMD Ryzen 5 PRO 4650U pana la 4.0 GHz, 14 inch, SSD 256 GB, 8 GB RAM, Free DOS, Silver","4.199<sup>90</sup> <span>Lei</span>","în stoc","Laptop ultraportabil HP EliteBook 845 G7 cu procesor AMD Ryzen 5 PRO 4650U pana la 4.0 GHz, 14 inch, SSD 256 GB, 8 GB RAM, Free DOS, Silver","https://www.emag.ro/laptop-ultraportabil-hp-elitebook-845-g7-cu-procesor-amd-ryzen-5-pro-4650u-pana-la-4-0-ghz-14-inch-ssd-256-gb-8-gb-ram-free-dos-silver-8vz06av/pd/D7TJR7MBM/","https://s13emagst.akamaized.net/products/34008/34007129/images/res_7f0f1b3d002de3d9dc598659f343c06b.jpg?width=200&height=200&hash=211BD528741D3F5E02932EEC48B3ED0D","9","https://www.emag.ro/laptopuri/p9/c"
"1612611476-158","https://www.emag.ro/laptopuri/c","Laptop Lenovo Legion 5 15ARH05 cu procesor AMD Ryzen 7 4800H pana la 4.20 GHz,15.6"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce GTX 1650 4GB, Free DOS, Phantom Black","3.999<sup>99</sup> <span>Lei</span>","în stoc","Laptop Lenovo Legion 5 15ARH05 cu procesor AMD Ryzen 7 4800H pana la 4.20 GHz,15.6"", Full HD, 8GB, 512GB SSD, NVIDIA GeForce GTX 1650 4GB, Free DOS, Phantom Black","https://www.emag.ro/laptop-lenovo-legion-5-15arh05-cu-procesor-amd-ryzen-7-4800h-pana-la-4-20-ghz-15-6-full-hd-8gb-512gb-ssd-nvidia-geforce-gtx-1650-4gb-free-dos-phantom-black-82b500qsrm/pd/D85B6DMBM/","https://s13emagst.akamaized.net/products/30931/30930767/images/res_0f8553c11f335f9d176c957fc50324d3.jpg?width=200&height=200&hash=0463403825E3DBFB6E7B37B01D8CDAC3","19","https://www.emag.ro/laptopuri/p19/c"
"1612611521-377","https://www.emag.ro/laptopuri/c","Laptop Gaming Alienware M15 R3 cu procesot Intel Core i9-10980HK pana la 5.30 Ghz, 15.6"", Full HD, 144Hz, 32GB, 1TB SSD, NVIDIA GeForce RTX2080 SUPER 8GB, Windows 10 Pro, Lunar Light","20.999<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Gaming Alienware M15 R3 cu procesot Intel Core i9-10980HK pana la 5.30 Ghz, 15.6"", Full HD, 144Hz, 32GB, 1TB SSD, NVIDIA GeForce RTX2080 SUPER 8GB, Windows 10 Pro, Lunar Light","https://www.emag.ro/laptop-gaming-alienware-m15-r3-cu-procesot-intel-core-i9-10980hk-pana-la-5-30-ghz-15-6-full-hd-144hz-32gb-1tb-ssd-nvidia-geforce-rtx2080-super-8gb-windows-10-pro-lunar-light-awm15i93212080wp/pd/DXWR37MBM/","https://s13emagst.akamaized.net/products/33362/33361095/images/res_4693388a81f3dc1a5c0c845be569adab.jpg?width=200&height=200&hash=4FE61D4A584A0DC068CB2019D086F3DD","15","https://www.emag.ro/laptopuri/p15/c"
"1612611536-403","https://www.emag.ro/laptopuri/c","Laptop Clevo Dream Machines G1650Ti i7 15.6”/GTX1650Ti/1TB M.2 SSD/16 GB","5.299<sup>00</sup> <span>Lei</span>","în stoc","Laptop Clevo Dream Machines G1650Ti i7 15.6”/GTX1650Ti/1TB M.2 SSD/16 GB","https://www.emag.ro/laptop-clevo-dream-machines-g1650ti-i7-15-6-gtx1650ti-1tb-m-2-ssd-16-gb-g1650ti-15eu57/pd/D7M8M2MBM/","https://s13emagst.akamaized.net/products/32365/32364645/images/res_074bfda38c5ff001c5eb013d6ff417db.jpg?width=200&height=200&hash=75E887CDEF55DE49B28F4728E121D505","13","https://www.emag.ro/laptopuri/p13/c"
"1612611671-943","https://www.emag.ro/laptopuri/c","Laptop Gaming Acer Predator Triton 500 PT515-52 cu procesor Intel Core i7-10750H pana la 5.00 GHz, 15.6"", Full HD, 144Hz, 32GB, 1TB SSD, NVIDIA GeForce RTX 2080 Super 8GB, Windows 10 Home, Black","12.999<sup>99</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Gaming Acer Predator Triton 500 PT515-52 cu procesor Intel Core i7-10750H pana la 5.00 GHz, 15.6"", Full HD, 144Hz, 32GB, 1TB SSD, NVIDIA GeForce RTX 2080 Super 8GB, Windows 10 Home, Black","https://www.emag.ro/laptop-gaming-acer-predator-triton-500-pt515-52-cu-procesor-intel-core-i7-10750h-pana-la-5-00-ghz-15-6-full-hd-144hz-32gb-1tb-ssd-nvidia-geforce-rtx-2080-super-8gb-windows-10-home-black-nh-q6wex-006/pd/D828S2MBM/","https://s13emagst.akamaized.net/products/32509/32508235/images/res_758ab7a93a6eea39d14c472face1e4ce.jpg?width=200&height=200&hash=FEC23E795C0B718FCE1EE1CD1D86CEB2","11","https://www.emag.ro/laptopuri/p11/c"
"1612611612-726","https://www.emag.ro/laptopuri/c","Laptop Lenovo IdeaPad Flex 14 2-in-1, 14 inch FHD Touchscreen, Intel Pentium Gold 5405U Dual Core, 4GB RAM, 128GB SSD, Windows 10 Home S, Onyx Black","3.249<sup>99</sup> <span>Lei</span>","ultimele 3 produse","Laptop Lenovo IdeaPad Flex 14 2-in-1, 14 inch FHD Touchscreen, Intel Pentium Gold 5405U Dual Core, 4GB RAM, 128GB SSD, Windows 10 Home S, Onyx Black","https://www.emag.ro/laptop-lenovo-ideapad-flex-14-2-in-1-14-inch-fhd-touchscreen-intel-pentium-gold-5405u-dual-core-4gb-ram-128gb-ssd-windows-10-home-s-onyx-black-81sq000sus/pd/D9BGQ7MBM/","https://s13emagst.akamaized.net/products/33990/33989623/images/res_165a8d6f626fd94778e5e4549ab48656.jpg?width=200&height=200&hash=92CE84571000191ACF1F2D2928655687","6","https://www.emag.ro/laptopuri/p6/c"
"1612611491-213","https://www.emag.ro/laptopuri/c","Laptop Lenovo IdeaPad 3 15IIL05 cu procesor Intel Core i3-1005G1 pana la 3.40 GHz, 15.6"", Full HD, 4GB, 256GB SSD, Intel UHD Graphics, Windows 10 Home S, Platinum Grey","2.299<sup>99</sup> <span>Lei</span>","în stoc","Laptop Lenovo IdeaPad 3 15IIL05 cu procesor Intel Core i3-1005G1 pana la 3.40 GHz, 15.6"", Full HD, 4GB, 256GB SSD, Intel UHD Graphics, Windows 10 Home S, Platinum Grey","https://www.emag.ro/laptop-lenovo-ideapad-3-15iil05-cu-procesor-intel-core-i3-1005g1-pana-la-3-40-ghz-15-6-full-hd-4gb-256gb-ssd-intel-uhd-graphics-windows-10-home-s-platinum-grey-81we00t3rm/pd/D65B6DMBM/","https://s13emagst.akamaized.net/products/34976/34975467/images/res_589c0a18dd4d73e09af931a512a866f9.jpg?width=200&height=200&hash=8D1C3F6A41932DB6AFB9C8DBD59A0751","18","https://www.emag.ro/laptopuri/p18/c"
"1612611671-976","https://www.emag.ro/laptopuri/c","Laptop Gaming Dell Inspiron 3500 G3 cu procesor Intel Core i5- 10300H pana la 4.50 GHz, 15.6"", Full HD, 144Hz, 8GB, 1TB SSD, NVIDIA GeForce GTX 1650 Ti 4GB, Ubuntu, Black","4.899<sup>99</sup> <span>Lei</span>","ultimele 2 produse","Laptop Gaming Dell Inspiron 3500 G3 cu procesor Intel Core i5- 10300H pana la 4.50 GHz, 15.6"", Full HD, 144Hz, 8GB, 1TB SSD, NVIDIA GeForce GTX 1650 Ti 4GB, Ubuntu, Black","https://www.emag.ro/laptop-gaming-dell-inspiron-3500-g3-cu-procesor-intel-core-i5-10300h-pana-la-4-50-ghz-15-6-full-hd-144hz-8gb-1tb-ssd-nvidia-geforce-gtx-1650-ti-4gb-ubuntu-black-di3500i5811650tiu/pd/DWZB4YMBM/","https://s13emagst.akamaized.net/products/31043/31042932/images/res_7298afe28d312b0cfcba245af7bc3fc2.jpg?width=200&height=200&hash=D6F3286619749888C58E464E3EFF9363","11","https://www.emag.ro/laptopuri/p11/c"
"1612611597-662","https://www.emag.ro/laptopuri/c","Laptop Gaming Lenovo Legion 5P 15IMH05H cu procesor Intel Core i7-10750H pana la 5.00 GHz, 15.6"", Full HD, 144Hz, 16GB, 1TB SSD, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS, Iron Grey","7.499<sup>94</sup> <span>Lei</span>","ultimul produs in stoc","Laptop Gaming Lenovo Legion 5P 15IMH05H cu procesor Intel Core i7-10750H pana la 5.00 GHz, 15.6"", Full HD, 144Hz, 16GB, 1TB SSD, NVIDIA GeForce GTX 1660 Ti 6GB, Free DOS, Iron Grey","https://www.emag.ro/laptop-gaming-lenovo-legion-5p-15imh05h-cu-procesor-intel-core-i7-10750h-pana-la-5-00-ghz-15-6-full-hd-144hz-16gb-1tb-ssd-nvidia-geforce-gtx-1660-ti-6gb-free-dos-iron-grey-82aw003trm/pd/DCZB4YMBM/","https://s13emagst.akamaized.net/products/31043/31042923/images/res_d0171d863617b682c673c643485e0271.jpg?width=200&height=200&hash=8E72CC6507ECB223CEC2809E16EA0FBB","7","https://www.emag.ro/laptopuri/p7/c"
