web-scraper-order,web-scraper-start-url,title,price,availability,pagination,pagination-href,image-src,link,link-href
"1613204805-731","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5410, Intel® Core™ i7-10610U, 16GB DDR4, SSD 512GB, Intel&","5.699,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143763-1_2.jpg","","https://www.flanco.ro/laptop-dell-latitude-5410-intel-core-i7-10610u-16gb-ddr4-ssd-512gb-intel-uhd-graphics-linux.html"
"1613204756-146","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus ROG Strix G15 G512LI-AL038, Intel® Core™ i7-10750H, 16GB DDR","5.299,90 lei","In stoc - exclusiv online","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144935-1.jpg","","https://www.flanco.ro/laptop-gaming-asus-rog-strix-g15-g512li-al038-intel-core-i7-10750h-16gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1650-ti-4gb-free-dos.html"
"1613204805-716","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP Pavilion 14-ce3011nq, Intel® Core™ i5-1035G1, 16GB DDR4, SSD 512GB, I","3.999,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140107-1.jpg","","https://www.flanco.ro/laptop-hp-pavilion-14-ce3011nq-intel-core-i5-1035g1-16gb-ddr4-ssd-512gb-intel-uhd-graphics-windows-10-home.html"
"1613204756-148","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus VivoBook 14 M413IA-EB369, AMD Ryzen™ 5 4500U, 8GB DDR4, SSD 512GB, AMD R","3.299,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145173-1.jpg","","https://www.flanco.ro/laptop-asus-vivobook-14-m413ia-eb369-amd-ryzen-5-4500u-8gb-ddr4-ssd-512gb-amd-radeon-graphics-free-dos.html"
"1613204805-740","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop ThinkBook Plus IML, Intel® Core™ i5-10210U, 8GB DDR4, SSD 512GB, Intel&#","7.369,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/142307-1.jpg","","https://www.flanco.ro/laptop-thinkbook-plus-iml-intel-core-i5-10210u-8gb-ddr4-ssd-512gb-intel-uhd-graphics-windows-10-pro.html"
"1613204788-481","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5411, Intel® Core™ i5-10400H, 8GB DDR4, SSD 256GB, NVIDIA","4.999,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143585-1.jpg","","https://www.flanco.ro/laptop-dell-latitude-5411-intel-core-i5-10400h-8gb-ddr4-ssd-256gb-nvidia-geforce-mx250-2gb-windows-10-pro.html"
"1613204756-144","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus Vivobook R R564JA-UB31, Intel® Core™ i3-1005G1, 4GB DDR4, SSD 128GB","2.799,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144144-1.jpeg","","https://www.flanco.ro/laptop-asus-vivobook-r-r564ja-ub31-intel-core-i3-1005g1-4gb-ddr4-ssd-128gb-intel-uhd-graphics-windows-10-s.html"
"1613204788-497","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Apple MacBook Pro 13 Touch Bar, Intel® Core™ i5, 8GB LPDDR3, SSD 256GB,","7.599,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140179-1_1.jpg","","https://www.flanco.ro/laptop-apple-macbook-pro-13-touch-bar-intel-core-i5-8gb-lpddr3-ssd-256gb-intel-iris-plus-graphics-macos-catalina-rom-kb-silver.html"
"1613204788-499","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP EliteBook 845 G7, AMD Ryzen™ 5 4650 PRO, 16GB DDR4, SSD 512GB, AMD Radeon&","5.315,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143629-1_1.jpg","","https://www.flanco.ro/laptop-hp-elitebook-845-g7-amd-ryzen-5-4650-pro-16gb-ddr4-ssd-512gb-amd-radeon-graphics-windows-10-pro.html"
"1613204805-715","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming HP Pavilion 15-ec1042nq, AMD Ryzen™ 7 4800H, 16GB DDR4, SSD 256GB, NVI","4.599,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144267-1_1_1.jpg","","https://www.flanco.ro/laptop-gaming-hp-pavilion-15-ec1042nq-amd-ryzen-7-4800h-16gb-ddr4-ssd-256gb-nvidia-geforce-gtx-1650-ti-4gb-free-dos.html"
"1613204805-729","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo Legion 5 15ARH05, AMD Ryzen 5 4600H, 8GB DDR4, SSD 512GB, NVIDIA GeForce GTX","4.299,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/141533-1.jpg","","https://www.flanco.ro/laptop-lenovo-legion-5-15arh05-amd-ryzen-5-4600h-8gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1650-4gb-free-dos.html"
"1613204805-736","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus VivoBook S14 M433IA-EB203, AMD Ryzen™ 5 4500U, 8GB DDR4, SSD 512GB, AM","3.099,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144983-1.jpg","","https://www.flanco.ro/laptop-asus-vivobook-s14-m433ia-eb203-amd-ryzen-5-4500u-8gb-ddr4-ssd-512gb-amd-radeon-graphics-free-dos.html"
"1613204771-211","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5411, Intel® Core™ i5-10400H, 16GB DDR4, SSD 512GB, NVIDIA","6.299,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143887-1.jpg","","https://www.flanco.ro/laptop-dell-latitude-5411-intel-core-i5-10400h-16gb-ddr4-ssd-512gb-nvidia-geforce-mx250-2gb-windows-10-pro.html"
"1613204756-125","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Lenovo IdeaPad 3 15ARH05, AMD Ryzen™ 5 4600H, 8GB DDR4, SSD 256GB, NVI","3.699,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144700-7.jpg","","https://www.flanco.ro/laptop-gaming-lenovo-ideapad-3-15arh05-amd-ryzen-5-4600h-8gb-ddr4-ssd-256gb-nvidia-geforce-gtx-1650-4gb-free-dos.html"
"1613204756-151","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Acer Swift 3 SF314-57G, Intel® Core™ i5-1035G1, 8GB LPDDR4, SSD 512GB, N","4.499,90 lei","In stoc - exclusiv online","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/3/139698-1.jpg","","https://www.flanco.ro/laptop-acer-swift-3-sf314-57g-intel-core-i5-1035g1-8gb-lpddr4-ssd-512gb-nvidia-geforce-mx350-2gb-windows-10-home.html"
"1613204805-717","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop ultraportabil Huawei MateBook D14 2020, AMD Ryzen™ 5 3500U, 8GB DDR4, SSD 512","3.099,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140695-1.jpg","","https://www.flanco.ro/laptop-ultraportabil-huawei-matebook-d14-2020-amd-ryzen-5-3500u-8gb-ddr4-ssd-512gb-amd-radeon-vega-8-windows-10-home-mystic-silver.html"
"1613204788-485","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad T14 Gen 1 (Intel), Intel® Core™ i5-10210U, 8GB DDR4","6.099,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143635-1_1_1.jpg","","https://www.flanco.ro/laptop-lenovo-thinkpad-t14-gen-1-intel-intel-core-i5-10210u-8gb-ddr4-ssd-512gb-intel-uhd-graphics-windows-10-pro.html"
"1613204788-478","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus ZenBook 13 UX325EA-EG109, Intel® Core™ i5-1135G7, 8GB LPDDR4X, SSD","4.499,99 lei","In stoc","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144537-1.jpg","","https://www.flanco.ro/laptop-asus-zenbook-13-ux325ea-eg109-intel-core-i5-1135g7-8gb-lpddr4x-ssd-512gb-intel-iris-xe-graphics-free-dos.html"
"1613204756-135","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 15ADA05, AMD Athlon™ Silver 3050U, 4GB DDR4, SSD 128GB, AMD","1.299,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/141280-1_1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-3-15ada05-amd-athlon-silver-3050u-4gb-ddr4-ssd-128gb-amd-radeon-graphics-free-dos.html"
"1613204756-150","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Inspiron 3793, Intel® Core™ i3-1005G1, 8GB DDR4, SSD 256GB, Intel&#","2.799,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144716-1.jpeg","","https://www.flanco.ro/laptop-dell-inspiron-3793-intel-core-i3-1005g1-8gb-ddr4-ssd-256gb-intel-uhd-graphics-ubuntu-linux-18-04.html"
"1613204788-507","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 250 G7, Intel Core i3-1005G1, 4GB DDR4, HDD 500GB, Intel UHD Graphics, Free DOS","1.999,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143020-1.jpg","","https://www.flanco.ro/laptop-hp-250-g7-intel-core-i3-1005g1-4gb-ddr4-hdd-500gb-intel-uhd-graphics-free-dos.html"
"1613204756-147","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop ultraportabil Dell Inspiron 5402, Intel® Core™ i3-1115G4, 4GB DDR4, SSD","2.999,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/d/i/di5402i34256wh_1.jpg","","https://www.flanco.ro/laptop-ultraportabil-dell-inspiron-5402-intel-core-i3-1115g4-4gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-home-s.html"
"1613204805-739","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming HP Pavilion 15-ec1034nq, AMD Ryzen™ 7 4800H, 16GB DDR4, SSD 512GB, NVI","5.199,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144267-1_1.jpg","","https://www.flanco.ro/laptop-gaming-hp-pavilion-15-ec1034nq-amd-ryzen-7-4800h-16gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1660-ti-max-q-6gb-free-dos.html"
"1613204771-212","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Apple MacBook Air 13"" Retina, Apple M1, 8GB, SSD 512GB, Apple M1 GPU, macOS Bi","6.599,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143999-1_2_1.jpg","","https://www.flanco.ro/laptop-apple-macbook-air-13-retina-apple-m1-8gb-ssd-512gb-apple-m1-gpu-macos-big-sur-int-kb-silver.html"
"1613204805-730","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5410, Intel® Core™ i5-10210U, 8GB DDR4, SSD 256GB, Intel&#","4.665,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143817-1.jpg","","https://www.flanco.ro/laptop-dell-latitude-5410-intel-core-i5-10210u-8gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1613204788-487","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Lenovo Legion 7 15IMH05, Intel® Core™ i7-10750H, 16GB DDR4, SSD 5","7.799,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145028-1.jpg","","https://www.flanco.ro/laptop-gaming-lenovo-legion-7-15imh05-intel-core-i7-10750h-16gb-ddr4-ssd-512gb-nvidia-geforce-rtx-2060-6gb-free-dos.html"
"1613204788-505","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Asus M509DA-EJ382, AMD Ryzen™ 3 3250U, 4GB DDR4, SSD 256GB, AMD Radeon™","2.399,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/141272-1.jpg","","https://www.flanco.ro/laptop-asus-m509da-ej382-amd-ryzen-3-3250u-4gb-ddr4-ssd-256gb-amd-radeon-graphics-free-dos.html"
"1613204756-132","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo IdeaPad 3 14AD05, AMD Ryzen™ 5 3500U, 8GB DDR4, SSD 256GB, AMD Radeon&","3.099,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144957-1.jpg","","https://www.flanco.ro/laptop-lenovo-ideapad-3-14ad05-amd-ryzen-5-3500u-8gb-ddr4-ssd-256gb-amd-radeon-vega-8-graphics-windows-10-home.html"
"1613204756-131","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15z-db100, AMD Ryzen™ 7 3700U, 8GB DDR4, HDD 1TB, AMD Radeon™ Vega 1","2.799,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143883-1.jpg","","https://www.flanco.ro/laptop-hp-15z-db100-amd-ryzen-7-3700u-8gb-ddr4-hdd-1tb-amd-radeon-vega-10-graphics-free-dos.html"
"1613204805-720","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad T14s, AMD Ryzen™ 7 PRO 4750U, 16GB DDR4, SSD 512GB, AMD Radeo","7.999,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145027-1.jpg","","https://www.flanco.ro/laptop-lenovo-thinkpad-t14s-amd-ryzen-7-pro-4750u-16gb-ddr4-ssd-512gb-amd-radeon-graphics-windows-10-pro.html"
"1613204788-476","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus ROG Zephyrus G14 GA401IV-HA037, AMD Ryzen 9 4900HS, 14"" QHD, 16GB","7.696,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/3/139946-1.jpg","","https://www.flanco.ro/laptop-gaming-asus-rog-zephyrus-g14-ga401iv-ha037-amd-ryzen-9-4900hs-14-qhd-16gb-ddr4-ssd-1tb-nvidia-geforce-rtx-2060-max-q-6gb-free-dos-moonlight-white.html"
"1613204788-490","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus ROG Flow X13 GV301QH-K6034, AMD Ryzen™ 7 5800 HS, 16GB LPDDR4X, S","7.999,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145136-1.jpg","","https://www.flanco.ro/laptop-gaming-asus-rog-flow-x13-gv301qh-k6034-amd-ryzen-7-5800-hs-16gb-lpddr4x-ssd-512gb-nvidia-geforce-gtx-1650-4gb-free-dos.html"
"1613204788-482","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus TUF F15 FX506LI-BQ106, Intel® Core™ i7-10870H, 16GB DDR4, SS","5.399,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144219-1_1.jpg","","https://www.flanco.ro/laptop-gaming-asus-tuf-f15-fx506li-bq106-intel-core-i7-10870h-16gb-ddr4-ssd-1tb-nvidia-geforce-gtx-1650-ti-4gb-free-dos.html"
"1613204805-705","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo ThinkPad T14, AMD Ryzen™ 7 PRO 4750U, 16GB DDR4, SSD 512GB, AMD Radeon","7.599,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145026-1.jpg","","https://www.flanco.ro/laptop-lenovo-thinkpad-t14-amd-ryzen-7-pro-4750u-16gb-ddr4-ssd-512gb-amd-radeon-graphics-windows-10-pro.html"
"1613204788-484","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Ultrabook Dell XPS 13 7390, Intel® Core™ i7-10510U, 16GB LPDDR3, SSD 512GB, Int","9.220,90 lei","In stoc - exclusiv online","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/140083-1.jpg","","https://www.flanco.ro/ultrabook-dell-xps-13-7390-intel-core-i7-10510u-16gb-lpddr3-ssd-512gb-intel-uhd-graphics-windows-10-pro.html"
"1613204756-130","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15s-fq2019nq, Intel® Core™ i5-1135G7, 8GB DDR4, SSD 256GB, Intel®","3.149,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144687-1.jpg","","https://www.flanco.ro/laptop-hp-15s-fq2019nq-intel-core-i5-1135g7-8gb-ddr4-ssd-256gb-intel-iris-xe-graphics-free-dos.html"
"1613204756-157","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Acer Swift 3, SF314-57-516Z, Intel® Core i5-1035G1, 8GB DDR4, SSD 512GB, Intel","3.999,90 lei","In stoc - exclusiv online","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/3/138991-1.jpg","","https://www.flanco.ro/laptop-acer-swift-3-sf314-57-516z-intel-core-i5-1035g1-8gb-ddr4-ssd-512gb-intel-uhd-graphics-windows-10-home.html"
"1613204756-136","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Allview Allbook H, Intel® Celeron® N4000, 4GB DDR4, SSD 256GB, Intel®","1.399,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143852-1.jpg","","https://www.flanco.ro/laptop-allview-allbook-h-intel-celeron-n4000-4gb-ddr4-ssd-256gb-intel-uhd-graphics-ubuntu.html"
"1613204805-707","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop HP 15s-eq1014nq, AMD Ryzen™ 5 4500U, 8GB DDR4, SSD 256GB, AMD Radeon™ G","2.999,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/144680-1.jpg","","https://www.flanco.ro/laptop-hp-15s-eq1014nq-amd-ryzen-5-4500u-8gb-ddr4-ssd-256gb-amd-radeon-graphics-free-dos.html"
"1613204756-138","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Apple MacBook Air 13 cu procesor Intel® Dual Core™ i5 1.80GHz, 13.3""","4.399,00 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/m/m/mmgf2zea_1_1.jpg","","https://www.flanco.ro/laptop-macbook-air-intel-core-i5-memorie-8gb-ssd-128gb-intel-hd-graphics-mac-os-x-int-1.html"
"1613204771-209","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Acer Aspire 7 A715-41G-R8GUG, AMD Ryzen™ 5 3550H, 8GB DDR4, SSD 512GB,","3.999,99 lei","Stoc limitat","4","https://www.flanco.ro/laptop-it-tablete/laptop/p/4.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143727-1.jpg","","https://www.flanco.ro/laptop-gaming-acer-aspire-7-a715-41g-r8gug-amd-ryzen-5-3550h-8gb-ddr4-ssd-512gb-nvidia-geforce-gtx-1650-4gb-free-dos.html"
"1613204805-725","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus ROG Strix SCAR G532LV-AZ042, Intel® Core™ i7-10875H, 16GB DD","7.900,90 lei","In stoc - exclusiv online","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145029-1.jpg","","https://www.flanco.ro/laptop-gaming-asus-rog-strix-scar-g532lv-az042-intel-core-i7-10875h-16gb-ddr4-ssd-512gb-nvidia-geforce-rtx-2060-6gb-free-dos.html"
"1613204805-728","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 3510, Intel® Core™ i5-10210U, 8GB DDR4, SSD 256GB, Intel&#","4.399,99 lei","In stoc","2","https://www.flanco.ro/laptop-it-tablete/laptop/p/2.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143890-1.jpg","","https://www.flanco.ro/laptop-dell-latitude-3510-intel-core-i5-10210u-8gb-ddr4-ssd-256gb-intel-uhd-graphics-windows-10-pro.html"
"1613204788-495","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Lenovo V14 ADA, AMD Ryzen™ 3 3250U, 4GB DDR4, HDD 1TB, AMD Radeon™ Grap","2.299,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/143104-1_1.jpg","","https://www.flanco.ro/laptop-lenovo-v14-ada-amd-ryzen-3-3250u-4gb-ddr4-hdd-1tb-amd-radeon-graphics-free-dos.html"
"1613204756-156","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5410, Intel® Core™ i5-10210U, 8GB DDR4, SSD 512GB, Intel&#","4.899,99 lei","In stoc","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/142295-1.jpeg","","https://www.flanco.ro/laptop-dell-latitude-5410-intel-core-i5-10210u-8gb-ddr4-ssd-512gb-intel-uhd-graphics-windows-10-pro.html"
"1613204788-491","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Gaming Asus ROG Flow X13 GV301QH-K5010, AMD Ryzen™ 9 5900HS, 16GB LPDDR4X, SS","9.999,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145136-1_1.jpg","","https://www.flanco.ro/laptop-gaming-asus-rog-flow-x13-gv301qh-k5010-amd-ryzen-9-5900hs-16gb-lpddr4x-ssd-1tb-nvidia-geforce-gtx-1650-4gb-free-dos.html"
"1613204788-503","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Apple MacBook Pro 16 Touch Bar, Intel® Core™ i7, 16GB DDR4, SSD 512GB, A","12.199,99 lei","Stoc limitat","3","https://www.flanco.ro/laptop-it-tablete/laptop/p/3.html","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/3/138488-1.jpg","","https://www.flanco.ro/laptop-apple-macbook-pro-16-touch-bar-intel-core-i7-16gb-ddr4-ssd-512gb-amd-radeon-pro-5300m-4gb-macos-catalina-silver-int-kb.html"
"1613204756-153","https://www.flanco.ro/laptop-it-tablete/laptop/p/1.html","Laptop Dell Latitude 5510, Intel® Core™ i5-10310U, 8GB DDR4, SSD 256GB, Intel&#","4.075,90 lei","In stoc - exclusiv online","","","https://s1.flanco.ro/catalog/product/cache/368/small_image/201x201/9df78eab33525d08d6e5fb8d27136e95/1/4/145033-1.jpg","","https://www.flanco.ro/laptop-dell-latitude-5510-intel-core-i5-10310u-8gb-ddr4-ssd-256gb-intel-uhd-graphics-ubuntu-18-04.html"
